CustomerID,Age,Gender,Annual Income (k$),Spending Score (1-100)
2064,25,Female,15.0,40
2065,28,Male,110.4,40
2066,30,Female,92.3,78
2067,34,Female,50.1,90
2068,25,Male,32.4,66
2069,38,Female,68.7,34
2070,35,Male,62.2,37
2071,47,Male,68.9,52
2072,35,Male,64.8,58
2073,63,Female,72.7,25
2074,64,Female,96.2,68
2075,48,Male,74.2,52
2076,55,Male,33.8,7
2077,49,Female,94.1,27
2078,28,Male,101.0,37
2079,62,Male,138.8,48
2080,42,Female,31.9,97
2081,50,Male,66.1,56
2082,55,Female,15.0,29
2083,58,Male,73.8,56
2084,25,Female,46.3,41
2085,28,Male,108.1,58
2086,39,Male,40.6,65
2087,68,Female,17.8,80
2088,41,Male,48.2,49
2089,58,Female,15.0,91
2090,34,Male,78.8,73
2091,29,Female,15.0,32
2092,63,Female,60.7,100
2093,49,Female,15.0,58
2094,32,Female,52.0,29
2095,33,Male,101.1,91
2096,39,Male,69.0,100
2097,45,Female,38.4,49
2098,37,Female,59.2,37
2099,50,Female,60.5,46
2100,27,Male,71.8,68
2101,57,Male,25.8,82
2102,49,Male,74.8,64
2103,67,Male,15.0,53
2104,50,Female,44.3,87
2105,19,Female,47.8,42
2106,50,Female,75.8,76
2107,50,Male,60.6,43
2108,58,Male,24.9,61
2109,30,Male,35.4,47
2110,47,Female,65.0,49
2111,50,Female,58.0,41
2112,30,Male,45.5,84
2113,69,Female,48.0,32
2114,43,Male,77.4,31
2115,39,Male,47.1,100
2116,56,Female,57.8,74
2117,19,Male,114.2,1
2118,55,Female,24.4,36
2119,56,Male,15.0,5
2120,43,Female,79.6,26
2121,63,Female,43.0,1
2122,67,Female,52.0,47
2123,32,Male,40.5,21
2124,51,Male,53.5,51
2125,59,Female,100.0,9
2126,61,Female,80.1,52
2127,66,Male,81.6,40
2128,57,Male,24.6,88
2129,28,Male,31.2,85
2130,20,Female,15.0,70
2131,23,Male,39.8,42
2132,26,Male,83.9,100
2133,23,Female,72.9,11
2134,26,Male,54.5,15
2135,56,Male,59.4,48
2136,48,Male,42.8,100
2137,49,Female,65.1,45
2138,58,Female,79.1,45
2139,67,Female,19.6,14
2140,29,Female,67.5,74
2141,25,Female,83.3,74
2142,25,Female,49.6,70
2143,67,Female,77.5,34
2144,45,Male,130.4,32
2145,37,Male,57.4,18
2146,64,Female,69.8,52
2147,24,Male,41.5,23
2148,28,Male,64.5,21
2149,37,Female,71.5,39
2150,33,Male,64.9,38
2151,21,Male,34.5,37
2152,23,Male,65.2,62
2153,39,Male,96.6,52
2154,43,Male,71.2,43
2155,20,Female,84.0,55
2156,58,Female,54.1,25
2157,59,Female,78.7,53
2158,31,Male,67.0,54
2159,28,Female,36.2,12
2160,35,Male,68.0,75
2161,29,Male,35.2,28
2162,40,Male,44.2,52
2163,29,Male,64.7,79
2164,30,Female,67.4,73
2165,42,Female,30.3,51
2166,62,Male,86.3,41
2167,68,Female,74.3,74
2168,36,Male,42.4,67
2169,63,Female,21.6,35
2170,53,Female,56.4,30
2171,62,Male,48.9,1
2172,25,Female,62.8,54
2173,46,Male,50.9,48
2174,70,Female,15.0,78
2175,49,Male,50.3,59
2176,68,Male,52.4,83
2177,61,Female,75.8,33
2178,35,Female,42.5,78
2179,23,Male,102.0,37
2180,35,Female,15.0,69
2181,36,Female,92.8,14
2182,39,Male,54.4,56
2183,54,Male,81.5,1
2184,49,Female,62.0,43
2185,58,Male,88.5,61
2186,20,Male,50.3,37
2187,45,Male,32.5,24
2188,27,Female,95.5,71
2189,68,Female,57.2,47
2190,52,Male,65.5,38
2191,46,Female,90.9,51
2192,32,Male,34.2,100
2193,50,Female,74.9,79
2194,24,Male,45.3,79
2195,29,Male,56.7,61
2196,66,Female,61.8,54
2197,47,Male,22.5,1
2198,38,Female,40.5,33
2199,48,Female,93.8,38
2200,41,Male,82.2,3
2201,37,Male,58.4,21
2202,54,Female,66.1,1
2203,21,Male,52.6,49
2204,45,Male,93.9,70
2205,61,Male,55.0,78
2206,37,Male,65.8,60
2207,41,Male,88.7,26
2208,67,Female,40.6,2
2209,66,Female,99.0,6
2210,68,Male,21.7,18
2211,49,Male,100.7,28
2212,58,Male,50.7,46
2213,53,Female,53.9,25
2214,70,Male,15.0,58
2215,51,Female,48.6,44
2216,53,Female,34.0,50
2217,19,Female,44.8,79
2218,32,Male,56.6,20
2219,51,Female,83.9,60
2220,53,Male,65.2,50
2221,23,Female,67.7,42
2222,56,Male,32.6,72
2223,59,Female,38.0,72
2224,68,Male,105.0,26
2225,68,Female,41.6,45
2226,29,Male,101.4,57
2227,20,Male,53.9,43
2228,62,Male,60.1,65
2229,35,Male,86.8,57
2230,57,Female,91.8,96
2231,38,Female,57.2,12
2232,32,Male,50.3,47
2233,50,Female,58.6,27
2234,52,Male,68.4,65
2235,43,Male,82.3,10
2236,25,Female,60.1,59
2237,53,Male,75.5,34
2238,65,Male,101.0,32
2239,47,Female,69.5,14
2240,40,Male,67.8,38
2241,59,Male,22.0,77
2242,61,Male,15.0,49
2243,31,Male,69.7,66
2244,31,Female,57.6,92
2245,19,Female,47.1,57
2246,54,Female,66.1,36
2247,22,Male,58.5,62
2248,55,Male,88.2,36
2249,62,Female,62.2,37
2250,58,Male,41.3,12
2251,64,Male,84.8,73
2252,31,Male,54.6,40
2253,56,Male,73.2,55
2254,42,Female,48.1,24
2255,37,Female,43.8,61
2256,19,Female,62.1,31
2257,56,Male,60.3,46
2258,23,Female,72.0,72
2259,34,Female,53.3,70
2260,42,Male,15.0,49
2261,45,Male,49.2,6
2262,19,Female,79.8,100
2263,52,Female,52.6,94
2264,54,Female,53.8,68
2265,22,Female,84.7,31
2266,18,Male,42.2,47
2267,57,Female,21.4,36
2268,29,Female,56.0,82
2269,53,Male,47.9,57
2270,62,Female,35.8,30
2271,40,Male,55.6,38
2272,64,Male,72.3,78
2273,48,Male,59.8,90
2274,28,Female,67.7,88
2275,27,Female,105.3,69
2276,20,Male,51.4,44
2277,31,Female,67.0,1
2278,33,Female,47.3,57
2279,27,Male,38.8,50
2280,46,Male,45.4,53
2281,27,Female,48.0,51
2282,29,Male,69.0,17
2283,47,Female,118.7,64
2284,58,Female,42.1,66
2285,18,Female,49.6,67
2286,22,Female,58.4,74
2287,37,Male,69.9,65
2288,25,Male,66.6,40
2289,60,Male,92.1,48
2290,29,Male,15.0,52
2291,18,Female,15.0,53
2292,37,Female,47.6,75
2293,45,Male,87.4,66
2294,60,Female,20.9,100
2295,54,Female,15.0,100
2296,64,Female,74.3,52
2297,29,Male,32.7,81
2298,54,Male,35.4,36
2299,66,Male,35.8,30
2300,66,Female,62.8,40
2301,61,Male,44.3,39
2302,45,Male,72.4,65
2303,64,Male,15.0,11
2304,32,Male,38.6,23
2305,23,Male,31.8,59
2306,61,Male,53.6,66
2307,37,Female,46.5,66
2308,67,Female,79.9,30
2309,31,Male,15.0,26
2310,19,Male,61.1,37
2311,26,Female,74.0,56
2312,54,Female,106.4,87
2313,37,Male,48.0,1
2314,43,Male,68.1,44
2315,46,Male,15.0,17
2316,18,Male,15.0,9
2317,52,Female,81.1,74
2318,23,Male,59.9,64
2319,54,Male,89.5,61
2320,70,Male,25.7,73
2321,22,Male,73.0,38
2322,50,Female,106.7,39
2323,66,Female,70.5,100
2324,68,Female,66.9,44
2325,31,Male,60.2,68
2326,29,Male,20.7,50
2327,59,Female,93.9,4
2328,37,Male,44.7,1
2329,70,Male,72.6,36
2330,67,Female,20.9,76
2331,41,Female,30.5,70
2332,60,Female,95.9,73
2333,51,Female,51.3,25
2334,42,Male,96.3,90
2335,67,Male,58.0,26
2336,46,Female,15.0,55
2337,56,Male,82.3,50
2338,48,Female,45.3,46
2339,64,Female,77.5,83
2340,60,Male,60.6,32
2341,67,Female,21.4,16
2342,40,Male,64.1,50
2343,61,Male,114.9,40
2344,55,Male,72.3,100
2345,37,Male,58.6,67
2346,40,Female,86.9,40
2347,62,Male,65.3,24
2348,69,Female,65.2,3
2349,33,Female,32.7,24
2350,67,Female,65.8,53
2351,59,Female,85.9,86
2352,25,Male,39.1,78
2353,67,Male,95.6,56
2354,38,Female,57.7,42
2355,18,Female,37.8,57
2356,25,Male,84.9,37
2357,46,Female,52.8,93
2358,49,Male,79.0,45
2359,55,Female,52.7,48
2360,22,Male,58.5,1
2361,64,Female,72.3,45
2362,39,Female,67.3,71
2363,64,Male,15.0,23
2364,51,Female,32.0,31
2365,18,Female,83.2,70
2366,43,Male,56.7,13
2367,60,Female,46.9,76
2368,27,Male,26.0,37
2369,47,Male,33.0,40
2370,67,Female,15.0,22
2371,35,Female,57.5,59
2372,34,Female,45.0,100
2373,43,Female,35.8,70
2374,25,Female,58.3,28
2375,64,Female,69.1,78
2376,57,Female,112.3,42
2377,66,Male,22.2,84
2378,29,Female,89.0,70
2379,44,Male,84.3,1
2380,25,Female,40.5,25
2381,42,Female,65.1,74
2382,63,Male,48.6,54
2383,21,Female,64.6,24
2384,50,Female,97.7,34
2385,18,Male,75.1,2
2386,36,Female,72.7,48
2387,48,Female,49.2,100
2388,33,Female,22.9,70
2389,31,Male,54.8,100
2390,70,Female,90.2,72
2391,65,Female,21.8,76
2392,22,Female,33.6,99
2393,58,Female,63.2,59
2394,43,Male,35.4,45
2395,45,Male,40.2,76
2396,19,Female,49.4,86
2397,67,Female,25.9,38
2398,23,Male,35.6,32
2399,26,Male,77.6,53
2400,50,Female,27.3,71
2401,58,Male,20.1,70
2402,42,Female,44.2,14
2403,65,Male,78.3,98
2404,30,Male,55.1,34
2405,26,Male,48.4,43
2406,70,Male,61.1,27
2407,30,Female,16.4,100
2408,48,Male,72.4,56
2409,58,Male,69.6,29
2410,28,Female,49.8,72
2411,21,Male,85.1,69
2412,51,Male,31.8,45
2413,55,Female,88.2,71
2414,63,Male,63.9,29
2415,21,Female,51.6,38
2416,55,Female,59.5,1
2417,36,Female,57.3,17
2418,23,Female,90.5,95
2419,51,Male,33.1,91
2420,35,Female,40.9,52
2421,30,Male,85.9,92
2422,58,Male,45.1,46
2423,40,Male,82.5,44
2424,36,Male,102.5,51
2425,62,Male,50.0,47
2426,28,Male,77.0,45
2427,18,Male,31.2,79
2428,41,Male,78.9,54
2429,24,Male,65.0,68
2430,42,Male,71.8,76
2431,38,Female,43.9,60
2432,32,Female,18.5,26
2433,18,Female,72.6,16
2434,29,Male,15.0,54
2435,24,Female,52.1,46
2436,32,Female,83.5,52
2437,38,Female,64.8,50
2438,36,Male,108.7,100
2439,46,Male,85.6,17
2440,42,Male,43.7,1
2441,50,Male,60.7,58
2442,66,Female,58.8,41
2443,49,Female,20.4,58
2444,66,Female,36.5,65
2445,52,Female,46.0,82
2446,61,Male,15.0,12
2447,55,Male,61.2,36
2448,43,Male,53.8,61
2449,28,Female,18.2,69
2450,52,Male,70.1,100
2451,25,Male,77.9,74
2452,63,Female,65.7,49
2453,31,Female,51.9,28
2454,27,Male,74.8,36
2455,19,Male,77.0,35
2456,63,Male,67.7,66
2457,26,Male,39.4,56
2458,20,Male,66.9,17
2459,38,Male,89.9,39
2460,43,Female,45.1,72
2461,25,Female,112.4,59
2462,65,Female,46.9,64
2463,19,Male,60.8,60
2464,23,Female,43.2,91
2465,45,Male,65.6,56
2466,70,Male,16.4,40
2467,46,Female,46.3,27
2468,43,Male,32.7,56
2469,42,Male,63.4,1
2470,29,Female,84.9,45
2471,22,Female,76.2,45
2472,51,Female,15.0,16
2473,65,Male,111.1,27
2474,54,Female,67.4,70
2475,32,Female,40.6,56
2476,61,Male,63.9,53
2477,53,Female,64.4,58
2478,32,Female,43.3,52
2479,60,Female,64.9,81
2480,65,Male,44.8,53
2481,40,Male,49.9,14
2482,23,Male,42.8,91
2483,63,Male,24.2,59
2484,67,Female,63.6,35
2485,61,Male,74.6,19
2486,60,Male,72.9,60
2487,62,Female,80.5,47
2488,38,Female,68.1,89
2489,40,Female,46.7,41
2490,60,Male,81.0,29
2491,33,Male,26.1,72
2492,64,Male,37.5,73
2493,70,Female,35.9,54
2494,32,Female,87.0,67
2495,42,Male,83.6,49
2496,53,Female,72.2,56
2497,28,Female,86.8,79
2498,68,Female,38.0,66
2499,32,Male,68.7,46
2500,21,Female,56.9,84
2501,38,Female,81.2,1
2502,30,Male,57.1,100
2503,39,Male,50.4,7
2504,36,Female,73.5,34
2505,51,Female,81.9,49
2506,31,Male,43.3,46
2507,21,Male,58.5,75
2508,65,Female,33.5,24
2509,70,Female,15.0,57
2510,69,Female,65.0,36
2511,63,Female,75.2,57
2512,44,Male,66.6,48
2513,46,Female,15.0,52
2514,64,Female,51.2,36
2515,45,Male,15.0,37
2516,52,Female,94.2,57
2517,25,Male,32.8,74
2518,33,Female,91.4,35
2519,59,Female,83.6,28
2520,53,Male,37.5,65
2521,47,Male,31.7,49
2522,35,Female,68.8,71
2523,19,Female,38.9,27
2524,66,Female,62.6,6
2525,30,Male,47.9,37
2526,21,Female,15.5,31
2527,43,Male,15.0,48
2528,42,Male,65.7,34
2529,47,Female,46.0,69
2530,28,Male,46.2,43
2531,24,Female,77.4,54
2532,48,Female,89.3,54
2533,61,Female,53.2,55
2534,27,Female,51.5,49
2535,56,Female,72.5,63
2536,30,Male,26.1,30
2537,48,Male,65.6,85
2538,24,Female,73.8,44
2539,66,Female,77.0,17
2540,59,Male,15.0,55
2541,59,Male,41.0,29
2542,53,Male,38.0,67
2543,37,Male,62.5,100
2544,21,Female,72.0,30
2545,24,Female,97.4,58
2546,18,Male,47.6,6
2547,61,Female,47.6,61
2548,62,Male,88.7,28
2549,59,Female,67.4,34
2550,64,Male,91.7,22
2551,30,Female,67.2,68
2552,39,Male,31.1,75
2553,38,Male,26.7,51
2554,39,Female,21.2,28
2555,45,Male,76.6,90
2556,26,Female,89.7,31
2557,43,Female,106.2,1
2558,26,Male,81.1,61
2559,32,Female,89.1,22
2560,27,Female,45.5,75
2561,41,Female,31.1,40
2562,59,Female,81.3,65
2563,25,Female,70.4,85
2564,41,Male,62.7,20
2565,33,Female,69.7,36
2566,66,Female,68.1,48
2567,43,Female,92.1,88
2568,44,Female,92.4,34
2569,54,Female,73.6,35
2570,21,Male,81.1,62
2571,67,Female,72.9,36
2572,41,Male,48.5,54
2573,36,Male,78.9,11
2574,53,Male,25.1,100
2575,56,Male,86.3,16
2576,27,Female,30.1,42
2577,42,Male,67.1,49
2578,35,Male,38.9,98
2579,36,Female,73.8,17
2580,53,Female,59.2,100
2581,27,Female,20.1,69
2582,50,Male,70.5,60
2583,67,Female,45.6,25
2584,22,Female,82.0,64
2585,64,Male,60.0,32
2586,66,Female,69.9,82
2587,52,Female,36.1,26
2588,61,Female,45.3,47
2589,51,Female,48.5,36
2590,50,Male,81.4,25
2591,38,Female,101.9,69
2592,34,Female,39.9,63
2593,39,Male,86.9,80
2594,65,Female,15.0,6
2595,54,Male,30.1,77
2596,32,Female,36.0,100
2597,52,Male,26.2,39
2598,45,Male,20.4,97
2599,24,Male,70.3,43
2600,49,Male,54.6,16
2601,28,Female,69.5,42
2602,27,Male,77.3,76
2603,26,Female,66.6,29
2604,31,Male,76.4,35
2605,30,Male,58.3,65
2606,42,Male,30.3,50
2607,19,Female,86.4,65
2608,52,Male,45.3,56
2609,24,Female,36.6,62
2610,38,Female,55.6,39
2611,35,Female,37.2,56
2612,20,Female,49.6,27
2613,59,Female,68.6,82
2614,56,Female,68.7,34
2615,58,Female,37.6,78
2616,66,Female,47.8,44
2617,28,Female,86.9,55
2618,56,Male,72.4,38
2619,41,Male,111.9,25
2620,63,Male,89.5,6
2621,36,Male,88.6,24
2622,21,Male,25.3,42
2623,43,Female,79.1,55
2624,55,Female,58.7,75
2625,59,Female,46.2,39
2626,49,Female,64.2,28
2627,56,Female,83.6,14
2628,62,Female,72.5,62
2629,63,Female,38.0,85
2630,53,Male,78.6,82
2631,57,Male,44.1,68
2632,54,Male,65.4,66
2633,50,Male,52.4,92
2634,53,Female,54.5,58
2635,20,Female,79.2,66
2636,26,Female,34.0,42
2637,25,Male,108.6,16
2638,50,Female,15.0,33
2639,23,Female,45.1,50
2640,58,Female,69.3,52
2641,56,Male,74.6,98
2642,21,Female,57.5,52
2643,30,Male,58.6,79
2644,66,Male,70.3,39
2645,19,Male,54.2,42
2646,22,Male,94.8,17
2647,61,Female,81.0,31
2648,44,Male,81.8,63
2649,49,Male,35.8,50
2650,38,Female,58.0,74
2651,25,Female,52.5,55
2652,55,Male,34.9,41
2653,25,Female,69.0,100
2654,67,Male,46.6,48
2655,20,Male,76.4,79
2656,61,Male,33.2,40
2657,20,Male,103.0,68
2658,39,Female,37.6,73
2659,23,Male,65.5,55
2660,19,Female,79.8,1
2661,40,Female,45.7,50
2662,61,Female,81.3,81
2663,19,Female,29.3,63
2664,55,Male,96.3,61
2665,34,Female,60.4,7
2666,52,Male,45.1,32
2667,51,Female,52.5,60
2668,40,Female,80.2,60
2669,47,Male,45.4,80
2670,69,Male,41.3,46
2671,25,Male,54.5,60
2672,39,Female,30.6,50
2673,61,Female,105.5,25
2674,53,Male,45.8,1
2675,22,Male,80.8,61
2676,30,Male,65.2,54
2677,46,Male,35.4,35
2678,48,Female,59.9,10
2679,64,Male,79.6,66
2680,33,Male,55.3,43
2681,59,Male,89.8,64
2682,47,Male,85.5,97
2683,33,Female,83.0,1
2684,29,Male,48.5,33
2685,34,Female,33.0,45
2686,33,Male,44.7,86
2687,29,Male,64.9,9
2688,25,Female,73.6,98
2689,37,Male,15.0,53
2690,20,Female,59.8,48
2691,33,Female,64.0,45
2692,47,Male,53.1,39
2693,62,Female,92.3,76
2694,40,Female,70.5,23
2695,45,Female,92.8,59
2696,68,Female,54.6,40
2697,57,Female,83.4,31
2698,22,Female,100.9,100
2699,37,Female,92.8,60
2700,57,Female,32.7,65
2701,61,Male,53.7,78
2702,18,Male,51.4,14
2703,47,Female,72.2,94
2704,38,Male,77.2,1
2705,37,Female,39.0,31
2706,23,Female,61.7,39
2707,39,Male,15.0,65
2708,35,Female,96.0,55
2709,25,Female,47.2,46
2710,56,Female,61.4,50
2711,49,Female,52.3,26
2712,50,Male,88.7,13
2713,70,Female,15.0,68
2714,33,Female,59.6,67
2715,29,Female,57.4,90
2716,55,Male,48.7,30
2717,69,Female,103.2,67
2718,51,Male,37.8,43
2719,31,Male,79.3,80
2720,53,Female,68.9,76
2721,50,Female,91.5,55
2722,40,Male,43.3,42
2723,67,Female,41.7,74
2724,62,Male,87.4,66
2725,19,Male,70.6,33
2726,58,Female,21.4,17
2727,38,Female,46.5,43
2728,19,Male,69.7,88
2729,44,Male,80.9,79
2730,26,Male,43.0,22
2731,18,Male,15.0,21
2732,28,Female,73.1,82
2733,20,Female,29.5,22
2734,69,Female,15.0,63
2735,40,Female,15.0,35
2736,43,Female,80.3,90
2737,21,Male,63.2,31
2738,35,Female,54.4,79
2739,23,Female,94.7,55
2740,52,Female,75.9,56
2741,39,Female,100.4,1
2742,60,Female,25.2,1
2743,32,Male,59.1,44
2744,39,Male,19.6,56
2745,54,Male,54.3,22
2746,69,Female,53.8,23
2747,59,Male,75.7,64
2748,29,Male,61.1,64
2749,64,Female,75.6,47
2750,66,Female,77.6,70
2751,59,Female,113.9,21
2752,55,Male,52.1,41
2753,35,Male,36.5,91
2754,62,Female,66.2,52
2755,52,Female,39.9,53
2756,47,Male,97.0,100
2757,41,Male,52.9,15
2758,59,Female,45.9,70
2759,47,Female,48.2,92
2760,31,Male,78.0,42
2761,23,Female,56.1,71
2762,20,Male,44.0,25
2763,33,Male,101.6,33
2764,24,Male,38.6,60
2765,69,Male,60.9,70
2766,31,Female,76.3,78
2767,26,Female,19.2,89
2768,32,Male,72.0,48
2769,38,Male,33.6,80
2770,52,Male,80.6,41
2771,19,Male,35.9,73
2772,44,Male,77.3,55
2773,19,Female,87.6,61
2774,52,Female,81.5,61
2775,35,Female,66.3,10
2776,31,Female,54.2,22
2777,37,Male,45.6,53
2778,35,Male,96.8,8
2779,27,Male,42.5,71
2780,42,Male,34.1,72
2781,19,Male,76.6,58
2782,42,Female,40.1,22
2783,50,Male,36.2,85
2784,53,Female,23.9,100
2785,48,Female,47.9,54
2786,31,Female,57.9,63
2787,18,Female,66.1,55
2788,63,Male,83.8,63
2789,33,Female,73.2,47
2790,63,Female,55.2,49
2791,69,Female,55.0,73
2792,20,Male,72.8,100
2793,52,Male,91.8,15
2794,58,Male,63.2,47
2795,23,Female,48.3,20
2796,42,Female,35.2,90
2797,30,Male,23.9,35
2798,70,Female,76.7,14
2799,51,Male,74.4,66
2800,25,Male,74.4,94
2801,38,Female,56.8,67
2802,51,Female,95.2,55
2803,21,Female,47.9,60
2804,42,Female,83.9,85
2805,32,Male,59.0,28
2806,21,Male,44.8,47
2807,62,Male,74.8,39
2808,29,Male,70.2,21
2809,49,Male,68.9,42
2810,49,Female,62.0,78
2811,45,Male,59.1,64
2812,30,Male,119.7,66
2813,48,Male,89.6,54
2814,31,Female,78.1,63
2815,37,Female,62.8,30
2816,35,Female,85.2,42
2817,46,Female,72.9,55
2818,23,Male,60.7,57
2819,49,Male,52.4,58
2820,46,Female,58.0,47
2821,60,Female,15.0,41
2822,19,Male,65.3,100
2823,40,Male,47.8,73
2824,36,Female,99.8,60
2825,48,Female,60.5,44
2826,68,Female,30.3,39
2827,22,Female,58.8,47
2828,36,Male,33.8,57
2829,51,Male,71.8,3
2830,27,Male,67.3,11
2831,42,Female,83.9,34
2832,19,Female,40.2,55
2833,28,Male,60.9,44
2834,67,Male,25.9,87
2835,48,Male,77.5,13
2836,32,Male,73.0,31
2837,26,Female,72.4,88
2838,40,Male,60.0,53
2839,36,Male,70.4,72
2840,26,Male,100.1,100
2841,52,Male,52.9,33
2842,38,Male,63.5,48
2843,26,Male,32.8,43
2844,45,Male,38.3,1
2845,63,Female,62.4,42
2846,68,Female,87.6,72
2847,24,Female,53.6,64
2848,33,Female,54.1,65
2849,33,Male,49.8,41
2850,50,Female,46.6,34
2851,21,Female,67.4,82
2852,21,Male,22.6,38
2853,56,Male,92.0,57
2854,57,Female,43.4,54
2855,34,Female,78.0,87
2856,54,Male,28.3,74
2857,56,Female,76.7,18
2858,69,Male,76.8,20
2859,46,Male,69.6,64
2860,69,Male,35.1,48
2861,53,Male,66.2,39
2862,55,Female,30.4,75
2863,56,Male,53.7,55
2864,67,Male,85.7,51
2865,54,Female,79.9,69
2866,69,Male,60.4,41
2867,52,Female,35.6,89
2868,24,Female,76.1,30
2869,44,Female,60.5,66
2870,45,Male,15.0,86
2871,39,Female,79.6,16
2872,31,Female,59.4,41
2873,24,Male,90.1,79
2874,54,Female,32.6,79
2875,39,Female,15.0,46
2876,22,Female,67.0,32
2877,19,Female,67.3,74
2878,44,Female,17.7,80
2879,38,Male,35.5,21
2880,55,Female,128.9,20
2881,32,Female,52.4,56
2882,38,Male,78.3,66
2883,27,Male,43.7,43
2884,40,Male,15.0,67
2885,56,Female,55.7,32
2886,22,Male,53.4,1
2887,18,Female,50.0,39
2888,30,Female,57.1,52
2889,38,Male,66.6,43
2890,43,Male,56.2,21
2891,67,Female,28.4,5
2892,62,Male,72.2,37
2893,38,Female,15.0,72
2894,70,Male,15.0,81
2895,35,Male,78.5,80
2896,54,Male,72.7,30
2897,62,Female,58.6,21
2898,49,Male,25.1,62
2899,53,Female,42.3,66
2900,34,Female,53.4,60
2901,52,Female,20.1,1
2902,66,Female,41.5,28
2903,28,Male,76.3,49
2904,38,Female,95.7,62
2905,69,Female,49.5,69
2906,70,Male,78.9,54
2907,43,Female,15.0,58
2908,21,Male,76.5,52
2909,51,Female,39.9,67
2910,69,Male,67.7,58
2911,65,Female,53.8,52
2912,35,Male,93.0,43
2913,57,Female,38.1,52
2914,52,Female,75.7,62
2915,58,Male,53.0,57
2916,46,Male,56.0,60
2917,69,Male,55.4,84
2918,46,Male,38.9,57
2919,55,Female,59.6,34
2920,59,Female,58.4,72
2921,38,Male,66.0,16
2922,59,Female,62.1,23
2923,30,Male,79.9,58
2924,66,Male,83.1,63
2925,58,Female,33.7,19
2926,34,Female,81.7,40
2927,26,Female,30.3,35
2928,58,Female,74.7,38
2929,18,Female,75.5,74
2930,19,Female,15.0,68
2931,65,Female,62.3,50
2932,46,Male,48.3,36
2933,50,Male,41.0,16
2934,27,Male,93.8,86
2935,67,Male,43.7,65
2936,57,Male,39.8,32
2937,38,Female,61.9,68
2938,45,Male,77.1,48
2939,28,Male,56.5,43
2940,51,Male,89.2,61
2941,25,Male,73.3,31
2942,39,Male,15.0,41
2943,25,Male,46.8,53
2944,66,Male,46.0,38
2945,32,Female,72.0,67
2946,34,Female,15.0,97
2947,40,Male,123.7,31
2948,41,Female,73.3,8
2949,62,Female,63.7,1
2950,36,Female,89.5,46
2951,22,Female,118.6,33
2952,49,Male,81.8,55
2953,61,Female,83.7,53
2954,18,Female,63.3,10
2955,40,Female,56.5,5
2956,54,Male,48.1,57
2957,25,Male,39.3,53
2958,30,Male,42.8,39
2959,25,Male,26.2,9
2960,40,Male,58.1,62
2961,60,Male,17.9,82
2962,18,Male,64.8,57
2963,62,Female,59.1,29
2964,68,Female,63.7,51
2965,41,Female,46.9,16
2966,52,Male,136.9,76
2967,41,Male,94.0,52
2968,34,Male,28.9,6
2969,22,Male,65.8,42
2970,37,Male,44.8,62
2971,38,Female,34.6,42
2972,57,Female,26.5,43
2973,48,Male,70.8,19
2974,63,Male,43.0,64
2975,53,Male,84.2,34
2976,28,Male,84.8,1
2977,69,Female,94.3,41
2978,32,Male,38.7,75
2979,36,Male,71.9,40
2980,24,Male,75.8,93
2981,68,Male,48.1,61
2982,45,Female,40.7,58
2983,68,Male,100.2,47
2984,60,Male,65.7,48
2985,22,Female,75.9,43
2986,22,Female,39.4,42
2987,47,Female,29.5,63
2988,49,Male,45.8,27
2989,25,Male,56.9,23
2990,27,Female,33.4,22
2991,55,Female,59.8,100
2992,64,Female,17.8,63
2993,49,Female,32.0,58
2994,65,Female,76.8,24
2995,45,Female,75.1,66
2996,34,Male,50.2,47
2997,48,Male,34.6,55
2998,25,Male,34.3,26
2999,57,Female,50.7,54
3000,42,Female,76.1,39
3001,26,Female,83.2,31
3002,19,Female,47.6,68
3003,32,Female,31.2,12
3004,67,Female,66.7,64
3005,20,Male,39.4,67
3006,66,Male,47.0,28
3007,53,Female,93.1,29
3008,21,Male,80.7,44
3009,31,Female,63.9,57
3010,58,Male,28.2,46
3011,58,Female,65.3,61
3012,42,Female,86.6,94
3013,67,Male,50.6,37
3014,27,Male,93.8,7
3015,38,Female,92.3,71
3016,53,Female,101.6,92
3017,29,Male,67.6,60
3018,44,Male,74.7,23
3019,57,Female,95.4,47
3020,19,Male,71.2,22
3021,30,Female,47.5,66
3022,70,Female,48.8,16
3023,49,Female,66.0,42
3024,48,Female,27.7,25
3025,33,Male,56.4,53
3026,49,Male,87.4,41
3027,49,Male,15.0,54
3028,51,Male,98.4,51
3029,28,Male,88.1,25
3030,27,Male,48.5,66
3031,32,Male,73.6,49
3032,34,Female,60.1,25
3033,57,Male,90.7,100
3034,35,Male,84.6,62
3035,26,Female,25.0,46
3036,42,Male,74.7,85
3037,57,Male,54.9,96
3038,31,Female,62.1,46
3039,42,Male,41.8,59
3040,67,Male,103.7,25
3041,39,Male,86.0,46
3042,69,Female,41.5,45
3043,47,Male,26.6,55
3044,37,Male,50.4,58
3045,38,Female,70.9,64
3046,61,Male,66.0,56
3047,49,Female,91.3,20
3048,68,Female,79.7,27
3049,63,Male,84.2,36
3050,66,Female,68.2,43
3051,38,Female,25.3,76
3052,52,Male,55.1,21
3053,49,Female,86.5,41
3054,47,Female,58.7,74
3055,56,Male,72.6,43
3056,66,Male,52.0,62
3057,29,Male,34.3,47
3058,58,Female,56.9,56
3059,64,Male,67.7,44
3060,35,Female,43.6,67
