Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Employment_Years,Existing_Loans,Dependents,Savings,Property_Value,Self_Employed,Education,Marital_Status,Loan_Status
27,98807,821,422514,72,9,3,3,97063,630909,No,Graduate,Single,Rejected
58,59513,674,170927,84,8,0,5,103276,386939,No,Postgraduate,Married,Rejected
50,71761,726,116067,72,14,5,3,77337,652049,No,Postgraduate,Married,Rejected
62,39465,400,194553,72,9,2,5,215966,250401,No,Graduate,Married,Rejected
25,59502,543,79406,12,3,5,3,197130,21768,No,Graduate,Married,Rejected
31,99396,322,116429,24,10,4,4,118958,640889,No,Postgraduate,Single,Rejected
21,28250,653,225781,72,22,5,4,197227,658305,No,Graduate,Married,Rejected
54,80503,765,132507,36,16,2,0,33997,832910,Yes,Graduate,Married,Approved
21,126954,524,472173,60,28,1,1,70809,861576,No,Graduate,Married,Rejected
39,134791,743,332043,84,17,4,3,113596,450875,No,Graduate,Single,Rejected
22,41310,568,102240,48,16,1,2,98608,355978,No,Graduate,Married,Rejected
41,143668,832,433812,72,30,4,2,6561,248508,No,High School,Married,Rejected
40,149127,613,113619,24,23,5,4,38632,52925,No,Graduate,Single,Rejected
43,135429,419,72848,60,0,5,0,298290,303252,No,Graduate,Married,Rejected
41,113518,780,191682,24,24,3,1,243207,870464,No,Graduate,Married,Approved
44,52206,419,242058,84,11,1,4,141443,288659,No,High School,Married,Rejected
24,29764,435,51047,36,22,4,1,197722,449881,No,Postgraduate,Single,Rejected
32,75596,376,32908,12,14,2,4,66673,360947,No,Graduate,Single,Rejected
42,129197,653,29482,72,20,3,3,138601,186568,No,Graduate,Single,Approved
40,32842,357,440568,12,16,1,0,139363,399183,No,Graduate,Single,Rejected
38,123027,385,320031,72,19,0,3,298597,684594,No,Graduate,Married,Rejected
21,129908,300,121712,72,28,5,5,143048,711129,No,Graduate,Married,Rejected
50,109579,376,225869,24,2,5,3,198574,554620,Yes,Graduate,Married,Rejected
53,123507,821,17369,48,6,3,2,258985,788359,No,Postgraduate,Married,Approved
44,22976,743,6660,36,27,4,2,48086,382810,No,High School,Married,Approved
34,27426,447,431213,60,0,5,2,238069,321865,Yes,Postgraduate,Married,Rejected
56,42887,824,491021,36,25,0,2,195516,302638,No,Postgraduate,Single,Rejected
25,46710,485,31197,48,19,0,5,149849,109326,No,Postgraduate,Married,Rejected
31,61387,821,126129,84,10,5,4,30940,986353,No,Graduate,Married,Rejected
44,67470,461,285106,84,4,5,4,38268,873874,No,High School,Single,Rejected
51,26486,589,224021,60,2,0,0,125786,693399,No,High School,Married,Rejected
33,59258,720,483923,48,20,4,2,209669,793356,No,Graduate,Married,Rejected
36,132418,495,70816,36,19,3,2,146503,947821,No,Postgraduate,Married,Rejected
44,136632,333,220507,36,20,0,4,135706,806653,Yes,Graduate,Married,Rejected
33,42623,707,34201,24,8,5,1,294841,274731,No,High School,Married,Approved
44,43806,596,105759,72,29,0,5,185134,161158,No,Postgraduate,Married,Rejected
46,25973,836,316285,84,27,5,3,134105,499270,No,High School,Married,Rejected
22,66215,335,412230,48,23,4,0,182621,728803,No,Graduate,Single,Rejected
36,144151,563,446294,12,7,1,4,245681,634671,No,High School,Married,Rejected
58,134162,681,328806,48,1,1,4,203789,4187,No,High School,Married,Rejected
21,65939,413,387825,48,18,5,3,116074,326499,No,Graduate,Single,Rejected
31,134621,742,251528,84,15,3,0,7829,605966,No,Graduate,Married,Rejected
55,49157,462,221078,60,15,5,4,184238,808546,No,Graduate,Married,Rejected
63,25521,337,134717,72,26,5,2,61524,269707,No,Graduate,Married,Rejected
49,32891,391,180283,60,3,0,2,90903,14875,No,Graduate,Single,Rejected
57,102331,400,411529,84,9,2,4,68089,951774,No,Postgraduate,Married,Rejected
37,42474,806,437035,24,27,1,1,78374,292409,No,High School,Single,Rejected
59,46507,478,396063,12,16,0,1,258012,991774,No,Graduate,Single,Rejected
62,30687,583,118773,84,29,3,1,255446,160587,No,High School,Married,Rejected
48,118550,654,101159,36,29,2,5,39456,731472,No,High School,Married,Approved
49,31009,596,133306,12,24,1,2,49058,992643,Yes,High School,Single,Rejected
63,108762,834,191157,12,14,1,5,36133,996153,No,Graduate,Single,Rejected
23,108484,787,430356,12,17,5,2,133781,982730,No,Graduate,Married,Rejected
30,120475,578,266984,84,27,5,3,185081,633696,No,Graduate,Married,Rejected
62,64291,843,60913,24,30,0,1,87905,184505,No,Graduate,Married,Approved
34,68296,654,345734,24,1,0,3,141628,825063,No,Graduate,Single,Rejected
32,133580,618,299925,84,7,2,4,215774,350422,No,Graduate,Married,Rejected
62,145804,494,37016,12,9,4,5,241254,528205,Yes,Graduate,Married,Rejected
50,141966,392,473345,36,30,5,5,196234,473045,Yes,High School,Single,Rejected
52,60225,732,396823,36,30,3,4,263017,997503,Yes,Graduate,Married,Rejected
52,107638,326,102183,84,24,0,0,287041,844072,Yes,Graduate,Married,Rejected
62,54828,714,318550,36,0,0,0,125021,311401,No,High School,Married,Rejected
52,56102,461,65010,24,17,1,0,176855,896840,No,Postgraduate,Married,Rejected
46,131391,400,348286,60,15,2,0,56017,683363,Yes,High School,Married,Rejected
21,76342,772,278118,84,9,5,5,264641,106389,No,High School,Single,Rejected
62,53712,457,18067,36,4,4,5,236907,358448,No,Graduate,Single,Rejected
22,46823,791,299624,60,8,4,2,137085,770014,No,High School,Single,Rejected
37,25361,308,207114,12,9,3,3,197402,579614,No,Postgraduate,Single,Rejected
50,111374,511,268242,84,4,3,5,250983,642855,No,Postgraduate,Married,Rejected
59,100174,738,144188,36,6,0,2,101095,807275,No,High School,Single,Rejected
27,58052,410,280498,12,5,2,4,45599,861715,No,High School,Single,Rejected
47,43265,502,286732,12,13,1,5,54021,558408,Yes,Graduate,Single,Rejected
29,110287,364,13622,72,21,3,1,220713,939367,No,Graduate,Single,Rejected
42,62012,460,333474,84,17,4,1,277626,462419,No,Graduate,Single,Rejected
54,30916,713,353030,48,30,0,3,216547,508627,Yes,Graduate,Single,Rejected
21,145462,565,442683,12,12,5,3,111494,574076,Yes,Postgraduate,Married,Rejected
29,95045,504,297919,12,9,0,4,65337,142627,No,High School,Married,Rejected
40,65532,455,308311,72,13,1,2,99412,846144,No,Graduate,Married,Rejected
39,116638,472,151146,24,7,5,1,208428,397610,Yes,Graduate,Married,Rejected
56,67659,607,392175,12,21,2,2,116017,95458,No,High School,Married,Rejected
60,109860,749,236887,36,13,4,4,159053,106152,No,High School,Single,Rejected
65,34003,361,94935,84,3,5,2,246936,737610,No,Graduate,Married,Rejected
24,113479,672,329053,84,22,5,1,209167,678779,No,High School,Single,Rejected
29,62634,759,5579,24,8,5,5,167909,708290,No,Graduate,Married,Approved
61,118637,774,66689,48,22,0,4,298563,471343,No,High School,Single,Approved
42,115479,680,208743,48,5,5,2,143749,463813,No,Graduate,Married,Rejected
38,94992,385,165346,12,1,0,2,294220,639188,No,Postgraduate,Single,Rejected
32,31369,442,466582,60,2,3,2,102400,429640,No,High School,Single,Rejected
62,39329,306,427290,48,29,4,2,260143,289393,No,High School,Married,Rejected
63,98754,594,76705,48,22,1,3,164401,293459,No,Graduate,Married,Rejected
59,106700,818,228950,72,10,0,4,236749,574802,No,Postgraduate,Married,Rejected
29,122960,825,160387,48,28,5,4,93764,404441,No,High School,Married,Rejected
26,32410,333,410513,36,16,4,2,16092,652604,No,High School,Married,Rejected
39,49730,628,211433,60,28,2,2,73305,398221,No,High School,Single,Rejected
27,22665,333,331245,84,0,4,5,245246,304535,No,Graduate,Married,Rejected
36,59899,705,353158,12,2,2,3,148429,656706,No,High School,Single,Rejected
25,57703,317,309624,72,13,2,5,32089,4955,No,Postgraduate,Single,Rejected
36,85951,729,188705,72,10,1,1,17581,548838,Yes,Graduate,Married,Rejected
21,119011,727,380943,84,29,0,3,82712,124587,No,High School,Single,Rejected
57,44172,592,20183,72,20,2,2,264440,56768,No,Graduate,Married,Rejected
59,22684,379,19879,12,15,1,2,12040,562888,No,High School,Married,Rejected
39,93030,385,262300,24,13,4,2,220907,385856,No,Graduate,Single,Rejected
57,39750,347,365543,36,29,0,2,110822,179550,Yes,Graduate,Married,Rejected
37,39887,383,148148,72,27,0,3,291365,385610,No,High School,Married,Rejected
46,40826,607,139582,60,18,1,2,23744,752739,No,High School,Single,Rejected
42,26180,551,194947,24,8,1,1,202371,289181,Yes,Graduate,Married,Rejected
28,66779,780,452243,60,22,3,0,9101,880626,No,High School,Married,Rejected
53,88095,479,338487,84,1,5,1,271329,22039,Yes,High School,Single,Rejected
22,82288,609,38382,48,25,4,5,31159,197029,No,Graduate,Married,Rejected
50,60905,725,168002,60,9,3,2,257063,579482,No,Postgraduate,Single,Rejected
40,89507,785,476881,72,2,3,3,165788,695382,No,Graduate,Single,Rejected
38,147510,338,264909,24,14,0,5,222374,413601,No,Postgraduate,Single,Rejected
63,121261,578,77740,36,11,3,2,200945,339125,No,Graduate,Married,Rejected
30,76068,675,405593,72,18,4,5,28668,902498,No,Postgraduate,Married,Rejected
44,38113,340,405239,84,8,1,3,222125,251782,No,Graduate,Single,Rejected
24,62861,346,180518,36,13,0,5,15441,524524,No,High School,Single,Rejected
57,98487,783,412522,48,14,5,0,217246,829243,No,Graduate,Married,Rejected
24,45617,484,406150,12,22,0,4,167688,229703,No,Graduate,Married,Rejected
33,118330,371,394250,24,10,3,1,100713,53367,No,Postgraduate,Married,Rejected
45,22583,641,340684,12,30,4,0,251114,217818,No,High School,Married,Rejected
33,111164,542,310249,84,10,1,2,171475,104922,No,Graduate,Single,Rejected
38,46250,627,26946,84,2,4,3,168569,222960,Yes,Graduate,Single,Rejected
44,23055,452,210859,84,10,2,5,252590,634120,No,Postgraduate,Married,Rejected
22,92337,554,180049,48,0,4,3,4594,48628,No,High School,Married,Rejected
53,54426,723,178804,60,26,2,4,109600,412666,No,Postgraduate,Married,Rejected
39,147615,531,10634,60,3,0,5,215769,811909,Yes,High School,Single,Rejected
29,122255,828,211794,48,20,4,0,60344,411777,Yes,Graduate,Married,Approved
48,80532,795,293386,36,24,4,1,194916,632968,Yes,Graduate,Married,Rejected
55,125603,475,92259,24,19,4,5,26965,896048,No,Graduate,Married,Rejected
59,109376,850,315633,48,9,3,3,228788,317253,No,High School,Single,Rejected
30,29933,442,126786,48,17,0,1,56372,342986,No,Postgraduate,Single,Rejected
21,51979,316,459683,24,0,4,2,219325,999296,Yes,Graduate,Married,Rejected
62,65047,548,274192,72,20,1,3,97780,196962,No,High School,Married,Rejected
41,24137,334,97828,36,2,0,5,132381,205577,No,High School,Married,Rejected
29,31423,445,112017,36,24,4,3,155628,207028,No,Graduate,Married,Rejected
35,109851,464,71458,24,2,5,0,6741,454803,No,Graduate,Single,Rejected
55,54482,410,295750,12,18,1,4,194268,513705,No,Graduate,Single,Rejected
25,64156,373,386036,72,17,5,2,231360,142866,No,High School,Married,Rejected
61,72483,653,321221,60,12,3,5,228051,833098,No,Graduate,Single,Rejected
42,121651,573,196071,24,2,1,4,47966,239706,No,Graduate,Married,Rejected
61,149236,578,296473,36,24,0,5,15286,850992,No,Postgraduate,Married,Rejected
43,54754,330,175325,72,22,0,0,173558,570460,No,Postgraduate,Married,Rejected
27,56312,825,242200,12,17,2,1,45501,259155,No,High School,Single,Rejected
43,43363,834,343992,48,18,2,0,103412,63175,No,Graduate,Married,Rejected
64,37085,809,473440,48,29,2,5,145989,856814,No,Graduate,Married,Rejected
45,76889,813,91681,48,7,3,0,19063,753740,No,Postgraduate,Single,Approved
47,127950,477,362124,60,13,0,0,237397,484999,Yes,High School,Married,Rejected
61,122090,628,357584,72,29,3,5,121930,325686,No,Postgraduate,Single,Rejected
26,99951,471,339379,84,25,0,3,221720,600466,No,Graduate,Married,Rejected
54,149978,695,43123,36,23,5,2,203631,939391,No,Graduate,Married,Approved
29,148227,334,17183,12,25,2,1,249431,620192,No,High School,Single,Rejected
53,149925,596,268608,36,0,2,4,283714,316660,No,Graduate,Single,Rejected
26,76414,768,131072,72,0,1,5,41164,999799,No,Graduate,Married,Rejected
57,137159,794,150655,60,7,5,1,73260,872680,No,Graduate,Single,Approved
51,67052,534,105338,60,11,5,3,150211,198118,No,High School,Married,Rejected
54,106934,338,336270,72,7,5,3,160593,227095,No,Graduate,Single,Rejected
61,52691,518,331675,24,10,2,4,118096,834144,No,Postgraduate,Single,Rejected
49,92195,516,486975,72,13,2,3,200812,847473,No,Graduate,Married,Rejected
34,106180,719,456062,84,17,4,5,108670,418608,No,Graduate,Married,Rejected
56,74697,473,421107,36,11,0,4,268689,708835,No,Postgraduate,Single,Rejected
56,23044,412,439664,84,7,2,3,156345,142658,No,Postgraduate,Married,Rejected
35,23883,473,451205,48,0,4,0,170857,944258,No,Postgraduate,Single,Rejected
28,51712,373,6426,24,20,4,3,259392,661172,No,Postgraduate,Married,Rejected
46,104860,835,446588,84,9,4,4,245779,866944,No,Graduate,Married,Rejected
56,133655,331,463210,36,4,5,4,131903,719514,Yes,Graduate,Married,Rejected
41,41545,553,170439,24,28,5,4,191840,65788,No,Graduate,Married,Rejected
48,38204,796,187058,24,13,5,2,231463,505958,Yes,Graduate,Single,Rejected
24,43268,412,151219,72,7,2,1,35501,728546,No,Postgraduate,Married,Rejected
36,101298,494,181792,12,23,3,1,180181,804720,No,Graduate,Single,Rejected
42,137490,827,14232,24,25,3,0,181308,757217,No,High School,Single,Approved
32,113907,740,86958,72,11,5,4,206182,601394,No,Graduate,Married,Approved
36,104383,788,32288,84,3,0,5,93177,771289,No,Postgraduate,Married,Approved
60,56139,796,351978,60,17,3,5,44424,965871,No,Graduate,Married,Rejected
58,141910,323,226222,84,14,2,5,138389,842987,No,High School,Married,Rejected
62,126831,589,423541,48,5,0,5,39479,569726,No,Graduate,Single,Rejected
57,95652,607,91977,12,10,0,2,56282,206238,No,Graduate,Married,Rejected
49,139664,603,482967,24,12,5,2,6732,473499,No,Postgraduate,Single,Rejected
38,115661,337,167100,12,19,0,5,70825,297443,No,High School,Single,Rejected
30,139755,685,212209,72,1,1,2,184346,469007,No,Postgraduate,Single,Rejected
62,116940,381,206165,48,8,2,4,116586,850668,No,Postgraduate,Married,Rejected
59,48436,417,464420,48,8,5,2,293704,177747,No,Graduate,Single,Rejected
38,142189,349,403566,12,22,2,2,59283,571016,No,Graduate,Married,Rejected
21,88324,373,24137,36,1,3,1,170189,463903,No,Graduate,Married,Rejected
59,117685,405,141441,48,2,3,3,87538,726516,No,Graduate,Single,Rejected
41,24125,625,403089,60,24,2,3,3659,5696,No,Postgraduate,Married,Rejected
21,89142,655,359305,60,23,1,3,92402,194624,No,Postgraduate,Single,Rejected
35,136228,767,385378,24,26,4,4,78478,680288,No,Graduate,Married,Rejected
24,61534,583,435732,36,9,1,0,290263,443415,No,Graduate,Married,Rejected
40,118524,484,169021,36,17,1,0,2157,895588,No,Postgraduate,Married,Rejected
30,106842,453,404361,72,20,3,1,117927,240,No,High School,Single,Rejected
43,62973,417,90161,24,17,1,0,288166,741725,No,High School,Single,Rejected
61,96369,566,411797,48,26,3,0,120358,495096,No,High School,Married,Rejected
54,107533,684,30552,84,30,3,3,36102,976568,No,High School,Single,Approved
53,53521,554,261306,12,27,5,3,120156,335761,Yes,Graduate,Married,Rejected
54,115484,540,89843,36,0,0,4,42125,818843,No,High School,Married,Rejected
59,132179,470,375736,36,24,5,0,114553,136654,Yes,Postgraduate,Married,Rejected
30,27488,847,219437,84,14,1,4,149104,170018,No,Graduate,Single,Rejected
40,59974,484,323435,72,12,1,5,215313,148941,No,Graduate,Married,Rejected
21,143900,709,348969,48,14,1,2,226474,949756,No,Graduate,Single,Rejected
33,62448,445,366756,72,22,5,5,203262,839796,No,Graduate,Married,Rejected
21,27938,337,150262,12,3,2,1,172913,476993,No,High School,Single,Rejected
25,71113,789,144643,60,18,4,1,289664,564225,No,Graduate,Single,Rejected
36,124262,561,219847,36,2,4,2,27363,101353,No,High School,Married,Rejected
35,35770,425,329374,72,12,2,1,65948,651735,No,High School,Married,Rejected
48,72635,644,233118,84,6,5,0,131320,484975,Yes,Graduate,Married,Rejected
51,92171,560,263551,48,25,5,5,298128,423355,No,Graduate,Married,Rejected
43,94165,742,181911,72,27,1,4,60134,894290,No,Graduate,Single,Rejected
65,77822,407,210355,36,24,3,0,130056,662269,No,Graduate,Single,Rejected
63,69934,736,255427,60,11,2,1,112865,270272,Yes,Graduate,Married,Rejected
37,85526,813,374862,84,22,3,5,104766,208411,No,High School,Married,Rejected
54,117204,389,480244,24,28,2,0,241200,395802,No,Graduate,Married,Rejected
33,41487,514,324552,72,1,1,1,205677,830603,Yes,High School,Married,Rejected
34,73319,618,469786,48,15,5,4,263472,749536,No,Postgraduate,Married,Rejected
31,32869,356,160308,84,21,5,1,196965,404134,No,Graduate,Married,Rejected
48,134907,701,463080,12,7,1,2,285482,187324,No,Graduate,Married,Rejected
62,94755,521,409608,84,22,2,1,245003,71376,No,Graduate,Single,Rejected
52,60797,774,294035,84,11,1,2,42133,819762,No,Graduate,Married,Rejected
55,76298,407,489760,24,1,0,4,10344,450424,No,High School,Married,Rejected
51,134576,479,326622,72,15,2,1,297723,996022,No,High School,Single,Rejected
37,102209,476,305632,12,22,1,4,220516,677933,No,Graduate,Single,Rejected
29,102299,786,410470,84,14,3,3,37188,444429,Yes,Graduate,Married,Rejected
30,64933,713,336607,60,27,4,3,166463,200569,Yes,Graduate,Single,Rejected
28,96579,336,98577,84,8,4,1,239047,467698,No,Graduate,Single,Rejected
41,29570,567,7497,12,26,1,3,4218,273245,No,Graduate,Married,Rejected
33,26886,687,401192,36,27,3,5,208812,823385,No,Graduate,Single,Rejected
25,87494,653,202348,60,14,3,0,278159,585551,No,High School,Married,Rejected
26,63087,569,415070,84,2,4,0,208739,894879,Yes,High School,Single,Rejected
50,110177,568,449033,24,10,5,2,115203,277766,Yes,High School,Single,Rejected
51,87719,741,410123,84,18,5,3,136014,255447,No,Graduate,Married,Rejected
37,114606,604,451358,36,30,0,2,31717,361130,Yes,Postgraduate,Married,Rejected
31,23774,545,296580,72,14,0,3,233184,90944,No,High School,Married,Rejected
40,49018,477,291829,36,20,2,0,72449,481684,No,Graduate,Married,Rejected
29,105839,366,443056,60,24,2,3,175490,114905,No,High School,Married,Rejected
22,34272,576,386221,84,26,3,0,298204,886429,Yes,High School,Single,Rejected
57,42586,507,220254,12,0,4,0,261431,918776,No,Graduate,Single,Rejected
21,53545,606,379071,72,6,5,4,11586,157209,No,High School,Married,Rejected
24,22566,849,444499,12,22,1,0,210179,717738,No,Graduate,Married,Rejected
56,128399,837,67891,24,3,2,0,154004,243042,Yes,High School,Single,Approved
45,96489,817,71495,60,21,0,2,30738,88380,Yes,Graduate,Married,Approved
23,85355,573,334239,24,0,3,3,89571,101683,No,Graduate,Married,Rejected
29,51696,532,489444,84,25,2,1,139240,374712,No,Graduate,Single,Rejected
42,92940,413,489379,48,26,3,5,123723,636829,No,Graduate,Married,Rejected
43,146731,433,282821,60,19,5,1,6639,204837,No,Graduate,Single,Rejected
32,118382,724,133398,48,10,1,0,233599,200294,No,Postgraduate,Married,Approved
30,87117,324,320069,24,18,2,3,121956,691619,No,Graduate,Married,Rejected
54,99602,579,115857,48,11,4,4,23822,152010,Yes,Graduate,Single,Rejected
63,60735,642,206599,48,27,1,1,260900,348977,No,High School,Single,Rejected
30,93375,371,380777,36,20,0,2,263050,599501,Yes,Graduate,Single,Rejected
50,120466,500,492708,36,7,3,2,128577,156171,Yes,Graduate,Married,Rejected
42,143865,625,449318,24,12,1,2,41027,606493,No,Postgraduate,Single,Rejected
26,70637,332,397254,24,4,1,4,27712,853966,No,High School,Married,Rejected
22,42129,396,206302,12,0,1,4,205809,759477,No,High School,Married,Rejected
50,50845,562,192281,72,17,3,4,155848,935589,No,Postgraduate,Single,Rejected
22,99449,369,248206,48,1,5,3,97884,329196,No,Graduate,Single,Rejected
52,137308,592,140834,84,8,5,3,38930,186105,No,High School,Married,Rejected
62,86500,506,244496,72,12,4,5,167541,501826,No,High School,Married,Rejected
36,30739,471,285595,12,25,3,3,110706,173270,No,Postgraduate,Married,Rejected
32,78172,694,17027,12,12,3,5,136577,737325,No,Graduate,Married,Approved
21,146053,555,473852,60,22,0,4,259342,495281,No,Graduate,Single,Rejected
28,22673,563,144220,12,14,3,1,219873,951497,Yes,Graduate,Single,Rejected
33,123597,563,243939,12,19,3,5,232747,764697,No,High School,Married,Rejected
35,51171,816,492473,48,8,4,1,258596,685630,No,Graduate,Married,Rejected
64,109179,309,225348,12,28,5,5,113954,746976,Yes,Graduate,Married,Rejected
28,120022,570,179146,48,14,3,1,81826,678940,No,Graduate,Single,Rejected
30,30624,611,142580,72,24,3,5,72165,962998,No,Graduate,Married,Rejected
25,86764,669,495697,48,6,3,3,230987,841974,No,High School,Married,Rejected
39,128906,690,147224,12,10,5,3,23150,178880,No,Graduate,Single,Rejected
58,72930,414,131050,48,24,3,1,63479,536019,No,Graduate,Single,Rejected
31,54608,643,99868,24,24,5,4,216546,735815,No,Graduate,Single,Rejected
63,69649,709,219984,24,22,0,5,101984,221799,No,Graduate,Married,Rejected
40,102456,845,151384,48,4,0,1,245204,593499,No,Graduate,Single,Approved
40,39689,677,303143,84,8,5,5,78369,75358,No,Graduate,Married,Rejected
41,83503,755,118455,72,13,3,1,117279,79999,No,Graduate,Married,Rejected
38,92660,722,397869,72,29,5,0,289616,688829,No,Graduate,Married,Rejected
30,62124,743,50083,24,18,3,3,188122,157262,No,Postgraduate,Married,Approved
54,136659,496,286041,60,14,0,0,194027,828543,No,High School,Married,Rejected
46,116875,662,152131,72,15,0,0,80920,140107,No,Graduate,Single,Rejected
50,27587,709,285389,36,19,5,2,296246,641910,No,High School,Married,Rejected
29,23527,693,223937,24,14,3,0,253386,315170,No,Postgraduate,Married,Rejected
51,53067,808,161869,12,21,3,4,252829,958515,No,High School,Married,Rejected
62,71538,593,354392,24,22,4,1,55591,693572,No,High School,Married,Rejected
24,130894,324,149820,60,14,0,2,271390,570356,No,Graduate,Single,Rejected
26,89499,536,72849,60,25,0,4,200553,859904,No,Graduate,Married,Rejected
34,57455,760,317065,60,23,5,2,281720,786658,No,Graduate,Single,Rejected
24,122475,620,208744,72,30,0,2,273268,387509,Yes,Graduate,Single,Rejected
46,40243,399,401778,72,3,2,2,28271,62700,Yes,High School,Single,Rejected
59,143793,707,113453,24,24,1,5,200369,995906,No,Graduate,Married,Approved
37,52693,454,179336,84,29,0,0,244675,123666,No,Graduate,Married,Rejected
39,131371,733,235735,36,18,2,4,8456,568388,Yes,Graduate,Single,Rejected
26,89231,733,100065,12,18,5,2,228896,949388,No,Graduate,Single,Approved
49,94648,442,448624,36,27,5,2,13310,400452,No,Postgraduate,Single,Rejected
31,52059,828,78419,72,4,1,1,124799,874791,No,Postgraduate,Single,Rejected
36,78867,584,46032,72,1,1,5,83676,436676,No,Graduate,Single,Rejected
50,92778,304,346004,24,0,0,5,166582,925933,No,High School,Single,Rejected
45,95477,822,462286,36,8,1,5,213222,18661,No,High School,Single,Rejected
60,75283,735,395648,48,30,2,0,109696,454449,Yes,Postgraduate,Married,Rejected
31,83853,717,42888,12,7,0,3,130494,650883,No,Graduate,Married,Approved
27,40001,380,276518,48,11,3,4,201256,192121,No,Graduate,Single,Rejected
46,22700,844,338308,48,2,3,1,122369,56558,No,Graduate,Single,Rejected
42,70157,676,472426,36,26,5,3,122289,353805,No,High School,Single,Rejected
45,38085,458,194655,48,20,3,3,119156,609807,No,High School,Single,Rejected
39,83883,516,138314,12,7,2,5,221111,288832,No,Postgraduate,Married,Rejected
51,137990,344,295103,48,17,2,4,4214,729353,Yes,Graduate,Married,Rejected
46,78147,514,275738,24,22,5,4,109951,857968,No,Graduate,Single,Rejected
62,33339,810,371595,12,8,1,5,141460,651622,No,Graduate,Single,Rejected
61,35834,427,5764,84,3,5,3,264591,833169,No,Graduate,Married,Rejected
56,138054,553,62115,84,30,2,0,298472,451023,Yes,Postgraduate,Single,Rejected
43,96620,849,465587,84,28,5,5,247753,39272,No,Postgraduate,Married,Rejected
33,146378,651,474533,24,15,0,4,75408,390765,No,Graduate,Single,Rejected
45,49543,840,17409,24,17,4,2,295937,348126,Yes,Graduate,Married,Approved
22,55930,463,286530,84,24,3,0,30387,416443,Yes,High School,Married,Rejected
22,61074,834,69195,72,9,5,4,296624,240843,Yes,Graduate,Married,Approved
36,117438,430,28510,84,16,1,2,24591,329487,Yes,High School,Single,Rejected
29,80673,803,294482,60,21,1,5,21314,774615,Yes,High School,Single,Rejected
48,49044,723,280696,60,7,3,4,281947,67775,No,Graduate,Single,Rejected
33,98673,483,270268,24,1,3,4,111043,739771,No,Graduate,Married,Rejected
55,54905,822,139267,72,9,0,5,101649,661332,No,Postgraduate,Single,Rejected
61,74004,534,357565,48,29,1,0,258120,476218,No,High School,Married,Rejected
33,82761,430,230011,24,11,5,5,40138,628976,Yes,High School,Married,Rejected
51,134718,313,437979,24,6,3,2,134425,765839,Yes,Postgraduate,Married,Rejected
41,91484,679,476596,60,6,5,3,3200,165720,No,Graduate,Single,Rejected
52,132997,359,409368,36,12,2,1,223804,487869,No,High School,Single,Rejected
54,118103,591,248263,36,18,1,5,113052,765588,No,Postgraduate,Single,Rejected
28,116725,459,142913,72,9,2,3,127320,786691,Yes,Graduate,Married,Rejected
61,134403,746,387988,84,19,3,2,68680,626678,No,High School,Married,Rejected
22,134514,837,433240,72,30,0,5,159391,155301,No,Graduate,Single,Rejected
58,117407,685,480570,36,23,1,5,230022,306583,No,Graduate,Single,Rejected
52,103725,369,343995,24,5,1,1,200902,629829,No,Graduate,Married,Rejected
60,108333,681,13078,24,26,5,0,107754,6760,No,Graduate,Married,Approved
48,89105,524,305931,84,12,3,1,129279,640262,No,Graduate,Married,Rejected
57,46012,807,136921,48,28,2,0,262099,494079,No,Graduate,Married,Rejected
61,83696,339,29682,72,17,5,0,21904,736113,No,Graduate,Married,Rejected
21,98513,445,201104,84,15,4,5,4869,568811,No,Graduate,Single,Rejected
61,117585,665,56823,60,21,5,3,280754,488478,No,Graduate,Single,Approved
30,41694,547,95231,72,6,3,1,117574,61400,Yes,Graduate,Single,Rejected
24,64388,311,11210,24,7,5,0,118017,610957,No,High School,Married,Rejected
55,118760,835,425826,12,7,2,1,148108,136355,No,Graduate,Single,Rejected
30,102368,809,379865,72,15,5,2,7553,721343,No,Graduate,Single,Rejected
31,52835,544,439128,12,7,2,5,129787,564467,No,Graduate,Single,Rejected
34,138777,470,322112,84,14,5,3,104948,811754,No,Graduate,Single,Rejected
58,87398,331,260844,60,7,4,2,226975,609323,No,Graduate,Married,Rejected
32,38186,728,35583,84,5,1,1,250135,793333,No,High School,Married,Approved
65,148781,334,10788,12,0,0,4,95716,822084,No,Graduate,Married,Rejected
37,49545,504,299830,12,15,4,1,214927,4299,No,High School,Married,Rejected
36,131058,683,315899,60,12,3,0,98211,400766,No,Postgraduate,Married,Rejected
55,64391,565,302073,72,3,2,3,144449,340675,Yes,High School,Married,Rejected
22,125858,742,188940,24,17,5,4,93922,971549,No,Graduate,Married,Rejected
31,93855,784,177791,24,28,4,1,271245,371058,No,Postgraduate,Single,Approved
61,124199,769,137718,48,25,2,3,219526,756956,No,Graduate,Single,Approved
23,65788,565,99661,24,6,1,5,292412,4764,Yes,Graduate,Single,Rejected
49,48401,408,51015,84,0,5,0,250704,726649,No,High School,Married,Rejected
38,117764,788,406639,12,4,2,1,200584,723413,No,Graduate,Married,Rejected
40,78611,477,113090,84,25,0,2,5330,917475,Yes,Graduate,Single,Rejected
34,32202,548,232106,12,7,5,5,204467,758425,No,Graduate,Married,Rejected
54,83368,304,429708,48,3,3,5,153005,254421,Yes,Graduate,Single,Rejected
51,143922,456,349625,60,6,1,4,54078,414528,No,Graduate,Married,Rejected
