CustomerID,Age,Gender,Annual Income (k$),Spending Score (1-100),Cluster
1806,34,Male,61.0,28,4
1807,41,Female,24.1,58,2
1808,20,Male,27.1,17,1
1809,49,Female,67.0,44,4
1810,52,Female,15.0,58,2
1811,55,Female,85.3,82,0
1812,30,Male,56.0,67,4
1813,64,Male,141.1,32,3
1814,42,Male,117.7,79,0
1815,26,Female,55.5,43,4
1816,21,Male,57.3,19,1
1817,31,Female,84.9,46,3
1818,54,Male,102.6,86,0
1819,51,Female,19.0,54,2
1820,28,Male,15.3,50,2
1821,58,Male,44.4,91,2
1822,20,Male,74.6,14,3
1823,45,Female,72.4,18,3
1824,46,Female,86.7,10,3
1825,26,Male,30.0,59,2
1826,20,Male,15.0,54,2
1827,42,Female,81.5,89,0
1828,51,Female,39.3,56,2
1829,29,Female,15.0,40,1
1830,59,Male,63.6,50,4
1831,26,Female,79.8,53,4
1832,32,Male,56.9,8,1
1833,57,Female,48.6,100,2
1834,42,Male,56.0,63,4
1835,22,Female,50.7,55,4
1836,28,Female,26.3,65,2
1837,51,Female,42.1,68,2
1838,41,Female,73.0,46,4
1839,32,Female,68.0,34,4
1840,55,Male,64.2,65,4
1841,25,Female,35.1,60,2
1842,22,Female,55.5,30,1
1843,65,Female,15.0,85,2
1844,43,Male,64.5,57,4
1845,35,Female,95.7,68,0
1846,23,Male,23.1,85,2
1847,54,Female,45.4,51,4
1848,65,Female,68.2,58,4
1849,30,Male,91.3,70,0
1850,45,Female,48.8,32,1
1851,22,Male,42.7,51,4
1852,30,Male,15.0,53,2
1853,34,Female,62.6,26,4
1854,67,Male,111.1,100,0
1855,57,Female,66.9,15,3
1856,62,Female,59.4,18,1
1857,49,Male,68.1,83,0
1858,46,Male,59.7,68,4
1859,68,Male,39.7,24,1
1860,20,Male,80.6,65,0
1861,57,Female,65.6,87,0
1862,51,Female,60.4,49,4
1863,57,Male,35.6,100,2
1864,44,Female,92.6,7,3
1865,30,Female,76.6,67,0
1866,62,Female,46.2,79,2
1867,50,Female,85.0,72,0
1868,23,Male,47.6,45,4
1869,41,Male,40.4,43,1
1870,36,Female,41.0,61,2
1871,33,Male,15.7,70,2
1872,57,Male,71.8,65,0
1873,45,Male,15.0,76,2
1874,50,Female,29.3,25,1
1875,65,Female,15.0,44,1
1876,58,Female,57.8,26,1
1877,30,Male,56.2,40,4
1878,60,Female,51.8,75,2
1879,62,Female,33.9,53,2
1880,42,Male,30.7,100,2
1881,70,Female,71.6,55,4
1882,59,Female,46.2,51,4
1883,53,Male,67.9,53,4
1884,44,Male,37.9,34,1
1885,55,Male,64.5,49,4
1886,24,Female,92.6,78,0
1887,22,Female,74.7,53,4
1888,60,Female,49.7,30,1
1889,62,Male,66.4,27,3
1890,68,Male,54.0,39,4
1891,48,Female,60.2,52,4
1892,40,Female,51.9,80,2
1893,59,Male,55.9,16,1
1894,27,Male,65.3,42,4
1895,49,Male,35.2,54,2
1896,60,Male,34.6,4,1
1897,70,Female,25.3,29,1
1898,47,Male,20.0,33,1
1899,56,Female,29.6,30,1
1900,48,Female,64.0,55,4
1901,35,Female,37.7,46,1
1902,53,Male,72.8,36,4
1903,19,Male,60.9,61,4
1904,31,Male,15.0,93,2
1905,30,Male,76.4,91,0
1906,46,Female,80.3,2,3
1907,29,Male,35.2,64,2
1908,56,Male,70.5,46,4
1909,19,Female,38.6,54,2
1910,49,Male,62.4,40,4
1911,30,Female,28.4,53,2
1912,63,Female,15.2,54,2
1913,44,Female,50.4,36,4
1914,66,Female,56.9,28,1
1915,58,Female,50.1,39,4
1916,34,Female,30.4,56,2
1917,57,Female,50.0,65,2
1918,48,Female,66.7,71,0
1919,51,Male,58.9,38,4
1920,41,Male,64.6,57,4
1921,62,Male,43.2,74,2
1922,52,Male,89.3,79,0
1923,65,Female,30.6,49,2
1924,23,Male,72.2,44,4
1925,36,Female,89.5,55,0
1926,47,Male,72.0,21,3
1927,24,Male,54.9,45,4
1928,27,Male,46.8,69,2
1929,58,Female,85.9,66,0
1930,49,Male,24.4,43,1
1931,51,Female,35.7,55,2
1932,45,Female,50.1,29,1
1933,32,Male,90.9,68,0
1934,47,Male,69.5,48,4
1935,54,Male,35.8,43,1
1936,46,Female,52.2,41,4
1937,39,Male,44.6,48,4
1938,21,Female,42.3,39,1
1939,37,Female,84.5,66,0
1940,49,Male,25.7,40,1
1941,53,Male,100.2,90,0
1942,67,Female,80.7,87,0
1943,21,Female,87.3,28,3
1944,44,Female,48.4,52,4
1945,34,Male,56.3,34,4
1946,29,Female,24.2,42,1
1947,39,Male,46.9,100,2
1948,34,Female,72.3,42,4
1949,27,Female,92.4,59,0
1950,18,Male,32.3,64,2
1951,39,Female,50.9,25,1
1952,43,Male,56.2,29,1
1953,35,Male,25.1,20,1
1954,67,Female,74.8,28,3
1955,31,Male,41.9,1,1
1956,64,Male,55.1,64,4
1957,46,Female,48.7,100,2
1958,29,Male,40.3,54,2
1959,53,Male,59.8,15,1
1960,52,Male,54.6,34,4
1961,69,Female,50.7,39,4
1962,29,Male,41.8,25,1
1963,24,Female,68.0,72,0
1964,46,Female,101.3,70,0
1965,28,Male,63.5,21,3
1966,50,Male,84.9,68,0
1967,23,Male,25.2,88,2
1968,64,Female,63.9,98,0
1969,32,Male,32.6,100,2
1970,49,Male,23.1,27,1
1971,68,Male,41.5,100,2
1972,28,Male,89.8,41,3
1973,40,Male,83.8,35,3
1974,43,Female,66.1,58,4
1975,51,Female,21.7,35,1
1976,63,Male,55.1,60,4
1977,51,Male,67.5,17,3
1978,46,Male,64.4,44,4
1979,21,Male,15.0,82,2
1980,34,Female,37.7,49,2
1981,52,Male,58.4,54,4
1982,30,Female,73.4,62,0
1983,58,Female,15.0,79,2
1984,56,Male,55.9,9,1
1985,32,Female,63.6,65,4
1986,46,Female,81.2,43,3
1987,46,Female,77.3,54,4
1988,28,Female,74.6,76,0
1989,69,Male,40.0,20,1
1990,49,Male,15.0,25,1
1991,19,Female,50.2,2,1
1992,64,Male,85.0,36,3
1993,31,Male,94.8,83,0
1994,37,Male,77.8,47,4
1995,39,Male,70.7,16,3
1996,28,Male,69.5,38,4
1997,44,Female,46.1,13,1
1998,20,Male,56.7,22,1
1999,34,Male,101.7,60,0
2000,61,Male,36.4,21,1
2001,45,Male,100.4,78,0
2002,46,Female,51.9,48,4
2003,38,Female,93.1,52,3
2004,64,Female,24.8,43,1
2005,33,Female,74.6,69,0
2006,54,Male,41.6,70,2
2007,37,Female,24.6,58,2
2008,23,Male,65.5,64,4
2009,36,Male,85.2,45,3
2010,22,Male,38.9,64,2
2011,20,Male,22.5,42,1
2012,18,Male,57.7,50,4
2013,55,Female,57.8,43,4
2014,32,Female,73.7,39,4
2015,51,Female,83.7,33,3
2016,52,Female,58.5,62,4
2017,66,Male,106.4,83,0
2018,42,Female,65.6,79,0
2019,41,Male,51.3,19,1
2020,29,Female,19.7,82,2
2021,35,Male,53.4,42,4
2022,32,Male,51.6,65,2
2023,61,Female,84.0,27,3
2024,33,Male,71.6,54,4
2025,44,Male,30.5,58,2
2026,25,Female,64.3,13,3
2027,63,Male,76.8,65,0
2028,42,Female,98.2,84,0
2029,34,Female,82.2,46,3
2030,46,Female,79.0,84,0
2031,70,Male,61.5,45,4
2032,25,Male,69.7,71,0
2033,32,Male,91.2,1,3
2034,44,Female,26.7,100,2
2035,63,Male,51.3,87,2
2036,67,Female,40.7,43,1
2037,69,Female,69.5,1,3
2038,24,Male,90.8,57,0
2039,20,Female,45.1,14,1
2040,46,Male,15.0,61,2
2041,61,Male,49.7,60,4
2042,70,Male,82.8,26,3
2043,41,Male,73.4,78,0
2044,20,Male,70.7,70,0
2045,37,Female,53.0,74,2
2046,63,Female,28.0,50,2
2047,32,Female,72.9,15,3
2048,42,Male,39.1,74,2
2049,47,Male,114.6,43,3
2050,31,Male,74.3,15,3
2051,24,Female,45.5,84,2
2052,34,Male,44.7,100,2
2053,61,Female,57.7,49,4
2054,37,Female,54.0,100,2
2055,53,Male,87.9,52,0
2056,26,Male,64.7,40,4
2057,55,Female,41.7,34,1
2058,65,Male,107.3,91,0
2059,39,Female,61.2,30,4
2060,70,Male,79.2,68,0
2061,70,Male,44.8,36,1
2062,19,Female,69.1,38,4
2063,41,Male,67.8,76,0
2064,25,Female,15.0,40,1
2065,28,Male,110.4,40,3
2066,30,Female,92.3,78,0
2067,34,Female,50.1,90,2
2068,25,Male,32.4,66,2
2069,38,Female,68.7,34,4
2070,35,Male,62.2,37,4
2071,47,Male,68.9,52,4
2072,35,Male,64.8,58,4
2073,63,Female,72.7,25,3
2074,64,Female,96.2,68,0
2075,48,Male,74.2,52,4
2076,55,Male,33.8,7,1
2077,49,Female,94.1,27,3
2078,28,Male,101.0,37,3
2079,62,Male,138.8,48,3
2080,42,Female,31.9,97,2
2081,50,Male,66.1,56,4
2082,55,Female,15.0,29,1
2083,58,Male,73.8,56,4
2084,25,Female,46.3,41,4
2085,28,Male,108.1,58,0
2086,39,Male,40.6,65,2
2087,68,Female,17.8,80,2
2088,41,Male,48.2,49,4
2089,58,Female,15.0,91,2
2090,34,Male,78.8,73,0
2091,29,Female,15.0,32,1
2092,63,Female,60.7,100,0
2093,49,Female,15.0,58,2
2094,32,Female,52.0,29,1
2095,33,Male,101.1,91,0
2096,39,Male,69.0,100,0
2097,45,Female,38.4,49,2
2098,37,Female,59.2,37,4
2099,50,Female,60.5,46,4
2100,27,Male,71.8,68,0
2101,57,Male,25.8,82,2
2102,49,Male,74.8,64,0
2103,67,Male,15.0,53,2
2104,50,Female,44.3,87,2
2105,19,Female,47.8,42,4
2106,50,Female,75.8,76,0
2107,50,Male,60.6,43,4
2108,58,Male,24.9,61,2
2109,30,Male,35.4,47,1
2110,47,Female,65.0,49,4
2111,50,Female,58.0,41,4
2112,30,Male,45.5,84,2
2113,69,Female,48.0,32,1
2114,43,Male,77.4,31,3
2115,39,Male,47.1,100,2
2116,56,Female,57.8,74,2
2117,19,Male,114.2,1,3
2118,55,Female,24.4,36,1
2119,56,Male,15.0,5,1
2120,43,Female,79.6,26,3
2121,63,Female,43.0,1,1
2122,67,Female,52.0,47,4
2123,32,Male,40.5,21,1
2124,51,Male,53.5,51,4
2125,59,Female,100.0,9,3
2126,61,Female,80.1,52,4
2127,66,Male,81.6,40,3
2128,57,Male,24.6,88,2
2129,28,Male,31.2,85,2
2130,20,Female,15.0,70,2
2131,23,Male,39.8,42,1
2132,26,Male,83.9,100,0
2133,23,Female,72.9,11,3
2134,26,Male,54.5,15,1
2135,56,Male,59.4,48,4
2136,48,Male,42.8,100,2
2137,49,Female,65.1,45,4
2138,58,Female,79.1,45,4
2139,67,Female,19.6,14,1
2140,29,Female,67.5,74,0
2141,25,Female,83.3,74,0
2142,25,Female,49.6,70,2
2143,67,Female,77.5,34,3
2144,45,Male,130.4,32,3
2145,37,Male,57.4,18,1
2146,64,Female,69.8,52,4
2147,24,Male,41.5,23,1
2148,28,Male,64.5,21,3
2149,37,Female,71.5,39,4
2150,33,Male,64.9,38,4
2151,21,Male,34.5,37,1
2152,23,Male,65.2,62,4
2153,39,Male,96.6,52,3
2154,43,Male,71.2,43,4
2155,20,Female,84.0,55,0
2156,58,Female,54.1,25,1
2157,59,Female,78.7,53,4
2158,31,Male,67.0,54,4
2159,28,Female,36.2,12,1
2160,35,Male,68.0,75,0
2161,29,Male,35.2,28,1
2162,40,Male,44.2,52,4
2163,29,Male,64.7,79,0
2164,30,Female,67.4,73,0
2165,42,Female,30.3,51,2
2166,62,Male,86.3,41,3
2167,68,Female,74.3,74,0
2168,36,Male,42.4,67,2
2169,63,Female,21.6,35,1
2170,53,Female,56.4,30,4
2171,62,Male,48.9,1,1
2172,25,Female,62.8,54,4
2173,46,Male,50.9,48,4
2174,70,Female,15.0,78,2
2175,49,Male,50.3,59,4
2176,68,Male,52.4,83,2
2177,61,Female,75.8,33,3
2178,35,Female,42.5,78,2
2179,23,Male,102.0,37,3
2180,35,Female,15.0,69,2
2181,36,Female,92.8,14,3
2182,39,Male,54.4,56,4
2183,54,Male,81.5,1,3
2184,49,Female,62.0,43,4
2185,58,Male,88.5,61,0
2186,20,Male,50.3,37,4
2187,45,Male,32.5,24,1
2188,27,Female,95.5,71,0
2189,68,Female,57.2,47,4
2190,52,Male,65.5,38,4
2191,46,Female,90.9,51,3
2192,32,Male,34.2,100,2
2193,50,Female,74.9,79,0
2194,24,Male,45.3,79,2
2195,29,Male,56.7,61,4
2196,66,Female,61.8,54,4
2197,47,Male,22.5,1,1
2198,38,Female,40.5,33,1
2199,48,Female,93.8,38,3
2200,41,Male,82.2,3,3
2201,37,Male,58.4,21,1
2202,54,Female,66.1,1,3
2203,21,Male,52.6,49,4
2204,45,Male,93.9,70,0
2205,61,Male,55.0,78,2
2206,37,Male,65.8,60,4
2207,41,Male,88.7,26,3
2208,67,Female,40.6,2,1
2209,66,Female,99.0,6,3
2210,68,Male,21.7,18,1
2211,49,Male,100.7,28,3
2212,58,Male,50.7,46,4
2213,53,Female,53.9,25,1
2214,70,Male,15.0,58,2
2215,51,Female,48.6,44,4
2216,53,Female,34.0,50,2
2217,19,Female,44.8,79,2
2218,32,Male,56.6,20,1
2219,51,Female,83.9,60,0
2220,53,Male,65.2,50,4
2221,23,Female,67.7,42,4
2222,56,Male,32.6,72,2
2223,59,Female,38.0,72,2
2224,68,Male,105.0,26,3
2225,68,Female,41.6,45,4
2226,29,Male,101.4,57,0
2227,20,Male,53.9,43,4
2228,62,Male,60.1,65,4
2229,35,Male,86.8,57,0
2230,57,Female,91.8,96,0
2231,38,Female,57.2,12,1
2232,32,Male,50.3,47,4
2233,50,Female,58.6,27,1
2234,52,Male,68.4,65,0
2235,43,Male,82.3,10,3
2236,25,Female,60.1,59,4
2237,53,Male,75.5,34,3
2238,65,Male,101.0,32,3
2239,47,Female,69.5,14,3
2240,40,Male,67.8,38,4
2241,59,Male,22.0,77,2
2242,61,Male,15.0,49,2
2243,31,Male,69.7,66,0
2244,31,Female,57.6,92,0
2245,19,Female,47.1,57,4
2246,54,Female,66.1,36,4
2247,22,Male,58.5,62,4
2248,55,Male,88.2,36,3
2249,62,Female,62.2,37,4
2250,58,Male,41.3,12,1
2251,64,Male,84.8,73,0
2252,31,Male,54.6,40,4
2253,56,Male,73.2,55,4
2254,42,Female,48.1,24,1
2255,37,Female,43.8,61,2
2256,19,Female,62.1,31,4
2257,56,Male,60.3,46,4
2258,23,Female,72.0,72,0
2259,34,Female,53.3,70,2
2260,42,Male,15.0,49,2
2261,45,Male,49.2,6,1
2262,19,Female,79.8,100,0
2263,52,Female,52.6,94,2
2264,54,Female,53.8,68,2
2265,22,Female,84.7,31,3
2266,18,Male,42.2,47,4
2267,57,Female,21.4,36,1
2268,29,Female,56.0,82,2
2269,53,Male,47.9,57,4
2270,62,Female,35.8,30,1
2271,40,Male,55.6,38,4
2272,64,Male,72.3,78,0
2273,48,Male,59.8,90,0
2274,28,Female,67.7,88,0
2275,27,Female,105.3,69,0
2276,20,Male,51.4,44,4
2277,31,Female,67.0,1,3
2278,33,Female,47.3,57,4
2279,27,Male,38.8,50,2
2280,46,Male,45.4,53,4
2281,27,Female,48.0,51,4
2282,29,Male,69.0,17,3
2283,47,Female,118.7,64,0
2284,58,Female,42.1,66,2
2285,18,Female,49.6,67,2
2286,22,Female,58.4,74,2
2287,37,Male,69.9,65,0
2288,25,Male,66.6,40,4
2289,60,Male,92.1,48,3
2290,29,Male,15.0,52,2
2291,18,Female,15.0,53,2
2292,37,Female,47.6,75,2
2293,45,Male,87.4,66,0
2294,60,Female,20.9,100,2
2295,54,Female,15.0,100,2
2296,64,Female,74.3,52,4
2297,29,Male,32.7,81,2
2298,54,Male,35.4,36,1
2299,66,Male,35.8,30,1
2300,66,Female,62.8,40,4
2301,61,Male,44.3,39,1
2302,45,Male,72.4,65,0
2303,64,Male,15.0,11,1
2304,32,Male,38.6,23,1
2305,23,Male,31.8,59,2
2306,61,Male,53.6,66,2
2307,37,Female,46.5,66,2
2308,67,Female,79.9,30,3
2309,31,Male,15.0,26,1
2310,19,Male,61.1,37,4
2311,26,Female,74.0,56,4
2312,54,Female,106.4,87,0
2313,37,Male,48.0,1,1
2314,43,Male,68.1,44,4
2315,46,Male,15.0,17,1
2316,18,Male,15.0,9,1
2317,52,Female,81.1,74,0
2318,23,Male,59.9,64,4
2319,54,Male,89.5,61,0
2320,70,Male,25.7,73,2
2321,22,Male,73.0,38,4
2322,50,Female,106.7,39,3
2323,66,Female,70.5,100,0
2324,68,Female,66.9,44,4
2325,31,Male,60.2,68,4
2326,29,Male,20.7,50,2
2327,59,Female,93.9,4,3
2328,37,Male,44.7,1,1
2329,70,Male,72.6,36,4
2330,67,Female,20.9,76,2
2331,41,Female,30.5,70,2
2332,60,Female,95.9,73,0
2333,51,Female,51.3,25,1
2334,42,Male,96.3,90,0
2335,67,Male,58.0,26,1
2336,46,Female,15.0,55,2
2337,56,Male,82.3,50,4
2338,48,Female,45.3,46,4
2339,64,Female,77.5,83,0
2340,60,Male,60.6,32,4
2341,67,Female,21.4,16,1
2342,40,Male,64.1,50,4
2343,61,Male,114.9,40,3
2344,55,Male,72.3,100,0
2345,37,Male,58.6,67,4
2346,40,Female,86.9,40,3
2347,62,Male,65.3,24,3
2348,69,Female,65.2,3,3
2349,33,Female,32.7,24,1
2350,67,Female,65.8,53,4
2351,59,Female,85.9,86,0
2352,25,Male,39.1,78,2
2353,67,Male,95.6,56,0
2354,38,Female,57.7,42,4
2355,18,Female,37.8,57,2
2356,25,Male,84.9,37,3
2357,46,Female,52.8,93,2
2358,49,Male,79.0,45,4
2359,55,Female,52.7,48,4
2360,22,Male,58.5,1,1
2361,64,Female,72.3,45,4
2362,39,Female,67.3,71,0
2363,64,Male,15.0,23,1
2364,51,Female,32.0,31,1
2365,18,Female,83.2,70,0
2366,43,Male,56.7,13,1
2367,60,Female,46.9,76,2
2368,27,Male,26.0,37,1
2369,47,Male,33.0,40,1
2370,67,Female,15.0,22,1
2371,35,Female,57.5,59,4
2372,34,Female,45.0,100,2
2373,43,Female,35.8,70,2
2374,25,Female,58.3,28,1
2375,64,Female,69.1,78,0
2376,57,Female,112.3,42,3
2377,66,Male,22.2,84,2
2378,29,Female,89.0,70,0
2379,44,Male,84.3,1,3
2380,25,Female,40.5,25,1
2381,42,Female,65.1,74,0
2382,63,Male,48.6,54,4
2383,21,Female,64.6,24,3
2384,50,Female,97.7,34,3
2385,18,Male,75.1,2,3
2386,36,Female,72.7,48,4
2387,48,Female,49.2,100,2
2388,33,Female,22.9,70,2
2389,31,Male,54.8,100,2
2390,70,Female,90.2,72,0
2391,65,Female,21.8,76,2
2392,22,Female,33.6,99,2
2393,58,Female,63.2,59,4
2394,43,Male,35.4,45,1
2395,45,Male,40.2,76,2
2396,19,Female,49.4,86,2
2397,67,Female,25.9,38,1
2398,23,Male,35.6,32,1
2399,26,Male,77.6,53,4
2400,50,Female,27.3,71,2
2401,58,Male,20.1,70,2
2402,42,Female,44.2,14,1
2403,65,Male,78.3,98,0
2404,30,Male,55.1,34,4
2405,26,Male,48.4,43,4
2406,70,Male,61.1,27,4
2407,30,Female,16.4,100,2
2408,48,Male,72.4,56,4
2409,58,Male,69.6,29,3
2410,28,Female,49.8,72,2
2411,21,Male,85.1,69,0
2412,51,Male,31.8,45,1
2413,55,Female,88.2,71,0
2414,63,Male,63.9,29,4
2415,21,Female,51.6,38,4
2416,55,Female,59.5,1,1
2417,36,Female,57.3,17,1
2418,23,Female,90.5,95,0
2419,51,Male,33.1,91,2
2420,35,Female,40.9,52,2
2421,30,Male,85.9,92,0
2422,58,Male,45.1,46,4
2423,40,Male,82.5,44,3
2424,36,Male,102.5,51,3
2425,62,Male,50.0,47,4
2426,28,Male,77.0,45,4
2427,18,Male,31.2,79,2
2428,41,Male,78.9,54,4
2429,24,Male,65.0,68,0
2430,42,Male,71.8,76,0
2431,38,Female,43.9,60,2
2432,32,Female,18.5,26,1
2433,18,Female,72.6,16,3
2434,29,Male,15.0,54,2
2435,24,Female,52.1,46,4
2436,32,Female,83.5,52,4
2437,38,Female,64.8,50,4
2438,36,Male,108.7,100,0
2439,46,Male,85.6,17,3
2440,42,Male,43.7,1,1
2441,50,Male,60.7,58,4
2442,66,Female,58.8,41,4
2443,49,Female,20.4,58,2
2444,66,Female,36.5,65,2
2445,52,Female,46.0,82,2
2446,61,Male,15.0,12,1
2447,55,Male,61.2,36,4
2448,43,Male,53.8,61,4
2449,28,Female,18.2,69,2
2450,52,Male,70.1,100,0
2451,25,Male,77.9,74,0
2452,63,Female,65.7,49,4
2453,31,Female,51.9,28,1
2454,27,Male,74.8,36,3
2455,19,Male,77.0,35,3
2456,63,Male,67.7,66,0
2457,26,Male,39.4,56,2
2458,20,Male,66.9,17,3
2459,38,Male,89.9,39,3
2460,43,Female,45.1,72,2
2461,25,Female,112.4,59,0
2462,65,Female,46.9,64,2
2463,19,Male,60.8,60,4
2464,23,Female,43.2,91,2
2465,45,Male,65.6,56,4
2466,70,Male,16.4,40,1
2467,46,Female,46.3,27,1
2468,43,Male,32.7,56,2
2469,42,Male,63.4,1,1
2470,29,Female,84.9,45,3
2471,22,Female,76.2,45,4
2472,51,Female,15.0,16,1
2473,65,Male,111.1,27,3
2474,54,Female,67.4,70,0
2475,32,Female,40.6,56,2
2476,61,Male,63.9,53,4
2477,53,Female,64.4,58,4
2478,32,Female,43.3,52,4
2479,60,Female,64.9,81,0
2480,65,Male,44.8,53,4
2481,40,Male,49.9,14,1
2482,23,Male,42.8,91,2
2483,63,Male,24.2,59,2
2484,67,Female,63.6,35,4
2485,61,Male,74.6,19,3
2486,60,Male,72.9,60,4
2487,62,Female,80.5,47,4
2488,38,Female,68.1,89,0
2489,40,Female,46.7,41,4
2490,60,Male,81.0,29,3
2491,33,Male,26.1,72,2
2492,64,Male,37.5,73,2
2493,70,Female,35.9,54,2
2494,32,Female,87.0,67,0
2495,42,Male,83.6,49,4
2496,53,Female,72.2,56,4
2497,28,Female,86.8,79,0
2498,68,Female,38.0,66,2
2499,32,Male,68.7,46,4
2500,21,Female,56.9,84,2
2501,38,Female,81.2,1,3
2502,30,Male,57.1,100,0
2503,39,Male,50.4,7,1
2504,36,Female,73.5,34,3
2505,51,Female,81.9,49,4
2506,31,Male,43.3,46,4
2507,21,Male,58.5,75,0
2508,65,Female,33.5,24,1
2509,70,Female,15.0,57,2
2510,69,Female,65.0,36,4
2511,63,Female,75.2,57,4
2512,44,Male,66.6,48,4
2513,46,Female,15.0,52,2
2514,64,Female,51.2,36,4
2515,45,Male,15.0,37,1
2516,52,Female,94.2,57,0
2517,25,Male,32.8,74,2
2518,33,Female,91.4,35,3
2519,59,Female,83.6,28,3
2520,53,Male,37.5,65,2
2521,47,Male,31.7,49,2
2522,35,Female,68.8,71,0
2523,19,Female,38.9,27,1
2524,66,Female,62.6,6,1
2525,30,Male,47.9,37,1
2526,21,Female,15.5,31,1
2527,43,Male,15.0,48,2
2528,42,Male,65.7,34,4
2529,47,Female,46.0,69,2
2530,28,Male,46.2,43,4
2531,24,Female,77.4,54,4
2532,48,Female,89.3,54,0
2533,61,Female,53.2,55,4
2534,27,Female,51.5,49,4
2535,56,Female,72.5,63,0
2536,30,Male,26.1,30,1
2537,48,Male,65.6,85,0
2538,24,Female,73.8,44,4
2539,66,Female,77.0,17,3
2540,59,Male,15.0,55,2
2541,59,Male,41.0,29,1
2542,53,Male,38.0,67,2
2543,37,Male,62.5,100,0
2544,21,Female,72.0,30,3
2545,24,Female,97.4,58,0
2546,18,Male,47.6,6,1
2547,61,Female,47.6,61,2
2548,62,Male,88.7,28,3
2549,59,Female,67.4,34,4
2550,64,Male,91.7,22,3
2551,30,Female,67.2,68,0
2552,39,Male,31.1,75,2
2553,38,Male,26.7,51,2
2554,39,Female,21.2,28,1
2555,45,Male,76.6,90,0
2556,26,Female,89.7,31,3
2557,43,Female,106.2,1,3
2558,26,Male,81.1,61,0
2559,32,Female,89.1,22,3
2560,27,Female,45.5,75,2
2561,41,Female,31.1,40,1
2562,59,Female,81.3,65,0
2563,25,Female,70.4,85,0
2564,41,Male,62.7,20,1
2565,33,Female,69.7,36,4
2566,66,Female,68.1,48,4
2567,43,Female,92.1,88,0
2568,44,Female,92.4,34,3
2569,54,Female,73.6,35,3
2570,21,Male,81.1,62,0
2571,67,Female,72.9,36,4
2572,41,Male,48.5,54,4
2573,36,Male,78.9,11,3
2574,53,Male,25.1,100,2
2575,56,Male,86.3,16,3
2576,27,Female,30.1,42,1
2577,42,Male,67.1,49,4
2578,35,Male,38.9,98,2
2579,36,Female,73.8,17,3
2580,53,Female,59.2,100,0
2581,27,Female,20.1,69,2
2582,50,Male,70.5,60,4
2583,67,Female,45.6,25,1
2584,22,Female,82.0,64,0
2585,64,Male,60.0,32,4
2586,66,Female,69.9,82,0
2587,52,Female,36.1,26,1
2588,61,Female,45.3,47,4
2589,51,Female,48.5,36,1
2590,50,Male,81.4,25,3
2591,38,Female,101.9,69,0
2592,34,Female,39.9,63,2
2593,39,Male,86.9,80,0
2594,65,Female,15.0,6,1
2595,54,Male,30.1,77,2
2596,32,Female,36.0,100,2
2597,52,Male,26.2,39,1
2598,45,Male,20.4,97,2
2599,24,Male,70.3,43,4
2600,49,Male,54.6,16,1
2601,28,Female,69.5,42,4
2602,27,Male,77.3,76,0
2603,26,Female,66.6,29,4
2604,31,Male,76.4,35,3
2605,30,Male,58.3,65,4
2606,42,Male,30.3,50,2
2607,19,Female,86.4,65,0
2608,52,Male,45.3,56,2
2609,24,Female,36.6,62,2
2610,38,Female,55.6,39,4
2611,35,Female,37.2,56,2
2612,20,Female,49.6,27,1
2613,59,Female,68.6,82,0
2614,56,Female,68.7,34,4
2615,58,Female,37.6,78,2
2616,66,Female,47.8,44,4
2617,28,Female,86.9,55,0
2618,56,Male,72.4,38,4
2619,41,Male,111.9,25,3
2620,63,Male,89.5,6,3
2621,36,Male,88.6,24,3
2622,21,Male,25.3,42,1
2623,43,Female,79.1,55,4
2624,55,Female,58.7,75,0
2625,59,Female,46.2,39,1
2626,49,Female,64.2,28,4
2627,56,Female,83.6,14,3
2628,62,Female,72.5,62,0
2629,63,Female,38.0,85,2
2630,53,Male,78.6,82,0
2631,57,Male,44.1,68,2
2632,54,Male,65.4,66,0
2633,50,Male,52.4,92,2
2634,53,Female,54.5,58,4
2635,20,Female,79.2,66,0
2636,26,Female,34.0,42,1
2637,25,Male,108.6,16,3
2638,50,Female,15.0,33,1
2639,23,Female,45.1,50,4
2640,58,Female,69.3,52,4
2641,56,Male,74.6,98,0
2642,21,Female,57.5,52,4
2643,30,Male,58.6,79,0
2644,66,Male,70.3,39,4
2645,19,Male,54.2,42,4
2646,22,Male,94.8,17,3
2647,61,Female,81.0,31,3
2648,44,Male,81.8,63,0
2649,49,Male,35.8,50,2
2650,38,Female,58.0,74,2
2651,25,Female,52.5,55,4
2652,55,Male,34.9,41,1
2653,25,Female,69.0,100,0
2654,67,Male,46.6,48,4
2655,20,Male,76.4,79,0
2656,61,Male,33.2,40,1
2657,20,Male,103.0,68,0
2658,39,Female,37.6,73,2
2659,23,Male,65.5,55,4
2660,19,Female,79.8,1,3
2661,40,Female,45.7,50,4
2662,61,Female,81.3,81,0
2663,19,Female,29.3,63,2
2664,55,Male,96.3,61,0
2665,34,Female,60.4,7,1
2666,52,Male,45.1,32,1
2667,51,Female,52.5,60,4
2668,40,Female,80.2,60,0
2669,47,Male,45.4,80,2
2670,69,Male,41.3,46,4
2671,25,Male,54.5,60,4
2672,39,Female,30.6,50,2
2673,61,Female,105.5,25,3
2674,53,Male,45.8,1,1
2675,22,Male,80.8,61,0
2676,30,Male,65.2,54,4
2677,46,Male,35.4,35,1
